AccusedMasterID,CaseMasterID,PersonMasterID,AccusedName,AgeYear,GenderID,PersonID,MO
6679,3928,6404,Kavya Ramachandran,56,T,A2,Lock-picking
6680,3928,6403,Forum Krishna,36,F,A3,Daylight chain/bag snatching
6681,3929,6405,Ekbal Rai,44,T,A1,Forced window/door entry
6682,3929,6406,Xiti Kaul,51,F,A2,Forced window/door entry
6683,3930,6407,Saksham Chana,50,M,A1,Lock-picking
6684,3931,6408,Chasmum Grover,40,F,A1,Loan-default cheating
6685,3931,6410,Timothy Lata,33,M,A2,Cheque bounce fraud
6686,3931,6409,Siya Sani,44,F,A3,Loan-default cheating
6687,3932,6411,Robert Banik,58,T,A1,Vehicle theft with duplicate key
6688,3933,116,Alexander Chahal,37,M,A1,Social media impersonation
6689,3934,6413,Ikshita Bains,63,F,A1,Persistent online stalking before offence
6690,3934,6414,Pavani Gupta,31,F,A2,Workplace harassment
6691,3934,6412,Mohini Chowdhury,63,F,A3,Family/relative-perpetrated
6692,3935,6415,Nicholas Kalla,58,M,A1,Family/relative-perpetrated
6693,3936,6416,Geetika Sachdeva,47,T,A1,Unarmed physical assault
6694,3936,6417,Sai Maharaj,65,F,A2,Ambush attack at night
6695,3937,6419,Gabriel Srivastava,31,M,A1,Lock-picking
6696,3937,6418,Pavani Mistry,56,F,A2,Lock-picking
6697,3938,6420,Gaurang Trivedi,36,T,A1,Fake KYC update call
6698,3938,6421,Harita Char,37,F,A2,Social media impersonation
6699,3939,6422,Isha Handa,57,F,A1,Persistent online stalking before offence
6700,3940,6424,Aadhya Saraf,53,T,A1,Shell company fraud
6701,3940,6423,Arjun Shah,27,T,A2,Ponzi / fake investment scheme
6702,3941,6426,Jagdish Pandey,36,T,A1,Vehicle theft with duplicate key
6703,3941,6425,Gaurav Purohit,32,M,A2,Forced window/door entry
6704,3941,6428,Wridesh Sethi,42,T,A3,Vehicle theft with duplicate key
6705,3941,6427,Qadim Walla,26,M,A4,Forced window/door entry
6706,3942,6429,Lavanya Kumar,17,F,A1,Forced window/door entry
6707,3943,6430,Siddharth Kamdar,39,M,A1,Ambush attack at night
6708,3943,6431,Sneha Gaba,16,F,A2,Unarmed physical assault
6709,3943,6432,Qarin Bala,27,M,A3,Unarmed physical assault
6710,3943,96,Lakshit Contractor,47,T,A4,Knife-related assault
6711,3944,170,Luke Mander,36,T,A1,Phishing link / fake link
6712,3945,6433,Urvi Konda,33,T,A1,Vehicle theft with duplicate key
6713,3946,6435,Qasim Prakash,62,M,A1,Social media impersonation
6714,3946,6434,Amara Subramaniam,34,F,A2,OTP fraud
6715,3947,6436,Urmi Sha,42,F,A1,Vehicle theft with duplicate key
6716,3947,6437,Megha Krishnan,17,F,A2,Forced window/door entry
6717,3947,11,Rehaan Balasubramanian,46,M,A3,Daylight chain/bag snatching
6718,3948,161,Atharv Bir,29,T,A1,Shell company fraud
6719,3949,6438,Chanchal Pradhan,26,F,A1,Workplace harassment
6720,3950,6439,Onveer Shetty,35,M,A1,Cheque bounce fraud
6721,3951,6440,Chatura Dasgupta,44,T,A1,Family/relative-perpetrated
6722,3951,6441,Rehaan Sahni,45,T,A2,Persistent online stalking before offence
6723,3952,155,Ganga Pandit,37,F,A1,Ambush attack at night
6724,3953,6442,Chandran Balay,56,M,A1,OTP fraud
6725,3954,6444,Tripti Barad,42,T,A1,Lock-picking
6726,3954,6443,Samesh Narayanan,23,M,A2,Daylight chain/bag snatching
6727,3955,76,Sudiksha Modi,46,F,A1,Loan-default cheating
6728,3956,6445,Zehaan Kari,63,M,A1,Daylight chain/bag snatching
6729,3957,6446,Vivaan Sabharwal,50,M,A1,Unarmed physical assault
6730,3958,6447,Harish Bobal,17,M,A1,Blunt weapon assault
6731,3958,6448,Arya Lad,45,F,A2,Blunt weapon assault
6732,3959,6450,Udarsh Gole,26,M,A1,Lock-picking
6733,3959,6449,Darika Morar,43,F,A2,Vehicle theft with duplicate key
6734,3960,6452,Daksh Dhar,54,M,A1,Unarmed physical assault
6735,3960,6451,Damini Kadakia,41,T,A2,Unarmed physical assault
6736,3960,6453,Vidhi Varughese,56,F,A3,Blunt weapon assault
6737,3961,6454,Kritika Pingle,65,T,A1,Fake KYC update call
6738,3962,6455,Damyanti Sawhney,20,T,A1,Unarmed physical assault
6739,3962,6456,Rachit Verma,54,M,A2,Unarmed physical assault
6740,3963,6457,Wriddhish De,63,T,A1,Ambush attack at night
6741,3963,6459,Vyanjana Comar,51,F,A2,Ambush attack at night
6742,3963,6458,Laksh Mital,48,M,A3,Ambush attack at night
6743,3964,6460,Faqid Dubey,36,M,A1,Ponzi / fake investment scheme
6744,3965,6462,Qabil Das,37,T,A1,Ponzi / fake investment scheme
6745,3965,6463,Hardik Khosla,37,M,A2,Cheque bounce fraud
6746,3965,6461,Yashawini Jha,28,T,A3,Ponzi / fake investment scheme
6747,3966,63,Dev Kari,40,M,A1,Family/relative-perpetrated
6748,3967,6465,Kashvi Ganesh,22,F,A1,Ponzi / fake investment scheme
6749,3967,6464,Diya Cherian,33,T,A2,Ponzi / fake investment scheme
6750,3968,6466,Advika Subramaniam,44,F,A1,Vehicle theft with duplicate key
6751,3969,6468,Ekbal Aggarwal,24,T,A1,Daylight chain/bag snatching
6752,3969,6467,Anay Dutta,59,M,A2,Forced window/door entry
6753,3970,6469,Darsh Varghese,53,M,A1,Social media impersonation
6754,3971,6471,Indali Chand,34,F,A1,OTP fraud
6755,3971,6473,Dayita Dugar,36,T,A2,Phishing link / fake link
6756,3971,6472,Daniel Dey,17,M,A3,Social media impersonation
6757,3971,6470,Gaurika Mangal,23,F,A4,OTP fraud
6758,3972,6474,Balveer Srivastava,26,M,A1,Forced window/door entry
6759,3973,6475,Ekaraj Sarraf,50,M,A1,Family/relative-perpetrated
6760,3973,6476,Nakul Walla,61,M,A2,Workplace harassment
6761,3974,6479,Gabriel Mistry,27,M,A1,Cheque bounce fraud
6762,3974,6477,Ikbal Chacko,36,T,A2,Ponzi / fake investment scheme
6763,3974,6478,Sanya Savant,59,F,A3,Shell company fraud
6764,3974,6480,Gaurangi Varma,51,F,A4,Shell company fraud
6765,3975,6481,Omaja Bera,55,F,A1,Lock-picking
6766,3976,6483,Qabil Ram,37,T,A1,Blunt weapon assault
6767,3976,6482,Kala Pau,23,F,A2,Unarmed physical assault
6768,3976,6484,Pahal Sen,27,F,A3,Knife-related assault
6769,3977,6487,Onveer Baral,35,T,A1,Social media impersonation
6770,3977,6488,Qasim Edwin,38,M,A2,OTP fraud
6771,3977,6486,Qadim Baria,38,M,A3,Fake KYC update call
6772,3977,6485,Zilmil Hayer,58,F,A4,Phishing link / fake link
6773,3978,122,Yochana Bhargava,43,F,A1,Family/relative-perpetrated
6774,3979,48,Yauvani Subramanian,21,F,A1,Cheque bounce fraud
6775,3980,6489,Rajeshri Munshi,49,F,A1,Persistent online stalking before offence
6776,3981,6492,Dalbir Salvi,46,T,A1,Vehicle theft with duplicate key
6777,3981,6491,Dominic Wadhwa,20,M,A2,Vehicle theft with duplicate key
6778,3981,6490,Chandani Minhas,23,T,A3,Vehicle theft with duplicate key
6779,3982,6495,Laksh Aurora,57,T,A1,Workplace harassment
6780,3982,6493,Peter Koshy,26,T,A2,Workplace harassment
6781,3982,6494,Wridesh Savant,53,M,A3,Workplace harassment
6782,3983,6498,Zarna Oak,64,T,A1,Vehicle theft with duplicate key
6783,3983,6496,Mekhala Ganesh,21,F,A2,Vehicle theft with duplicate key
6784,3983,6497,Charita Naidu,20,F,A3,Daylight chain/bag snatching
6785,3984,6499,Gunbir Bala,39,M,A1,Knife-related assault
6786,3985,6500,Osha Purohit,27,T,A1,Loan-default cheating
6787,3985,6501,Aarini Kashyap,59,F,A2,Cheque bounce fraud
6788,3986,6502,Oni Chaudry,64,F,A1,Fake KYC update call
6789,3986,35,Jason Ramesh,24,T,A2,Social media impersonation
6790,3987,6503,Ekansh Pillay,17,M,A1,Shell company fraud
6791,3988,6504,Vivaan Das,55,T,A1,Persistent online stalking before offence
6792,3989,6505,Maanas Sarraf,48,M,A1,Fake KYC update call
6793,3990,6507,Falan Kala,63,T,A1,Shell company fraud
6794,3990,6506,Manya Bora,37,F,A2,Shell company fraud
6795,3991,6508,Upasna Sehgal,40,T,A1,Cheque bounce fraud
6796,3991,6509,Udarsh Koshy,36,M,A2,Shell company fraud
6797,3992,6510,Amrita Thaker,40,F,A1,Blunt weapon assault
6798,3993,6511,Nisha Thakkar,42,T,A1,Forced window/door entry
6799,3993,6512,Rajata Ray,34,T,A2,Forced window/door entry
6800,3994,6513,Faras Ahuja,41,M,A1,Forced window/door entry
6801,3995,6514,Wyatt Agrawal,37,M,A1,Blunt weapon assault
6802,3995,6516,Charles Banik,30,M,A2,Ambush attack at night
6803,3995,6517,Amol Raman,23,T,A3,Blunt weapon assault
6804,3995,6515,Logan Oommen,41,M,A4,Ambush attack at night
6805,3996,6518,Fariq Char,50,M,A1,Forced window/door entry
6806,3996,6519,Harini Wason,36,F,A2,Vehicle theft with duplicate key
6807,3996,6520,Jagdish Roy,29,M,A3,Vehicle theft with duplicate key
6808,3997,116,Alexander Chahal,38,M,A1,Social media impersonation
6809,3997,6521,Gautam Kapadia,31,M,A2,OTP fraud
6810,3998,6522,Bachittar Sekhon,59,M,A1,Unarmed physical assault
6811,3999,6523,Karan Shanker,52,M,A1,Loan-default cheating
6812,3999,6524,Pavani Baral,41,F,A2,Loan-default cheating
6813,4000,6526,Hemang Agate,16,M,A1,Ambush attack at night
6814,4000,6528,Aarna Badal,37,F,A2,Blunt weapon assault
6815,4000,6525,Pratyush Sengupta,30,T,A3,Blunt weapon assault
6816,4000,6527,Baghyawati Nagar,57,F,A4,Blunt weapon assault
6817,4001,6529,Gauri Grewal,32,F,A1,Vehicle theft with duplicate key
6818,4002,6530,Hemang Nadkarni,52,M,A1,Social media impersonation
6819,4002,6531,Qabil Mishra,52,M,A2,OTP fraud
6820,4002,6532,Lekha Mitter,26,T,A3,OTP fraud
6821,4003,6533,Manya Luthra,46,T,A1,Daylight chain/bag snatching
6822,4003,6534,Yagnesh Bava,55,M,A2,Vehicle theft with duplicate key
6823,4004,6535,Abdul Pillai,19,M,A1,Forced window/door entry
6824,4004,6538,Warinder Tailor,48,M,A2,Vehicle theft with duplicate key
6825,4004,6537,Wakeeta Gaba,25,F,A3,Lock-picking
6826,4004,6536,Balvan Patil,52,T,A4,Forced window/door entry
6827,4005,6539,Ishanvi Sama,48,F,A1,Cheque bounce fraud
6828,4005,213,Eiravati Kuruvilla,47,F,A2,Loan-default cheating
6829,4006,6540,Frado Yogi,34,M,A1,Workplace harassment
6830,4007,6541,Anjali Rege,53,F,A1,Fake KYC update call
6831,4008,6542,Damini Dash,41,T,A1,Loan-default cheating
6832,4008,6543,Darika Chad,20,T,A2,Loan-default cheating
6833,4008,6544,Jairaj Narayan,27,M,A3,Ponzi / fake investment scheme
6834,4009,6546,Praneel Atwal,55,M,A1,Ambush attack at night
6835,4009,6545,Onveer Bhatnagar,17,T,A2,Ambush attack at night
6836,4010,6547,Priya Dewan,42,F,A1,OTP fraud
6837,4011,87,Osha Chandra,26,F,A1,Shell company fraud
6838,4011,6548,Chasmum Vasa,47,F,A2,Shell company fraud
6839,4012,6549,Kai Lalla,19,M,A1,Forced window/door entry
6840,4013,6551,Kabir Chaudry,46,T,A1,Blunt weapon assault
6841,4013,6550,Xavier Barman,31,M,A2,Blunt weapon assault
6842,4014,6552,Vihaan Bhatti,58,M,A1,Daylight chain/bag snatching
6843,4014,6553,Advika Narayan,49,F,A2,Daylight chain/bag snatching
6844,4015,6554,Charvi Chadha,17,T,A1,Lock-picking
6845,4016,6555,Timothy Char,22,M,A1,Fake KYC update call
6846,4017,6556,Pranav Dara,28,M,A1,OTP fraud
6847,4018,6559,Brijesh Natarajan,35,M,A1,Ambush attack at night
6848,4018,6558,Maya Vasa,56,T,A2,Unarmed physical assault
6849,4018,6557,Yutika Agarwal,27,T,A3,Blunt weapon assault
6850,4019,6560,Jagvi Jain,42,F,A1,Social media impersonation
6851,4020,6561,Reyansh Shan,19,M,A1,Ponzi / fake investment scheme
6852,4021,6562,Vaishnavi Vala,23,F,A1,Persistent online stalking before offence
6853,4022,6563,Riya Nigam,16,F,A1,OTP fraud
6854,4023,6564,Aashi Ahluwalia,55,F,A1,Unarmed physical assault
6855,4023,6565,Zaid Batta,19,T,A2,Unarmed physical assault
6856,4024,6568,Ladli Din,61,F,A1,Ponzi / fake investment scheme
6857,4024,6566,Garima Khare,35,F,A2,Shell company fraud
6858,4024,6567,Nidra Kala,16,F,A3,Shell company fraud
6859,4025,6570,Chameli Behl,52,T,A1,Daylight chain/bag snatching
6860,4025,6569,Reva Goel,48,T,A2,Forced window/door entry
6861,4026,6571,Vamakshi Misra,45,T,A1,Blunt weapon assault
6862,4027,6572,Triveni Konda,26,F,A1,Fake KYC update call
6863,4028,6573,Ishwar Kadakia,41,M,A1,Shell company fraud
6864,4028,6574,Lakshit Natt,32,M,A2,Cheque bounce fraud
6865,4029,23,Anmol Gera,41,M,A1,Family/relative-perpetrated
6866,4030,6575,Sai Vala,51,T,A1,Forced window/door entry
6867,4031,6577,Kala Aurora,44,F,A1,Family/relative-perpetrated
6868,4031,6578,Nilima Mitra,60,T,A2,Workplace harassment
6869,4031,6579,Om Ratta,23,M,A3,Family/relative-perpetrated
6870,4031,6576,Adya Thaman,49,F,A4,Family/relative-perpetrated
6871,4032,6582,Pranav Choudhry,25,M,A1,Social media impersonation
6872,4032,6580,Damyanti Mistry,20,F,A2,OTP fraud
6873,4032,6581,Warjas Kara,25,M,A3,Social media impersonation
6874,4033,6583,Urvashi Ranganathan,65,F,A1,OTP fraud
6875,4034,6585,Wridesh Walla,39,M,A1,Shell company fraud
6876,4034,6584,Avni Mangat,50,F,A2,Shell company fraud
6877,4034,70,Vrishti Zachariah,36,T,A3,Cheque bounce fraud
6878,4034,6586,Arjun Banik,41,T,A4,Ponzi / fake investment scheme
6879,4035,6588,Ikbal Luthra,50,T,A1,Blunt weapon assault
6880,4035,6587,Michael Wable,31,T,A2,Knife-related assault
6881,4036,6589,Aradhana Kumar,61,F,A1,Phishing link / fake link
6882,4037,6591,Dominic Balan,44,M,A1,Daylight chain/bag snatching
6883,4037,6590,Bhavika Wable,33,T,A2,Vehicle theft with duplicate key
6884,4037,69,Krishna Mohan,47,F,A3,Vehicle theft with duplicate key
6885,4038,6592,Christopher Agate,30,M,A1,Lock-picking
6886,4039,6594,Wishi Ravel,63,F,A1,Workplace harassment
6887,4039,6593,Gunbir Tailor,50,M,A2,Family/relative-perpetrated
6888,4040,6595,Teerth Tandon,64,M,A1,Vehicle theft with duplicate key
6889,4041,6596,Ethan Kadakia,63,T,A1,Vehicle theft with duplicate key
6890,4042,6597,Jai Sandhu,56,M,A1,OTP fraud
6891,4043,6598,Shravya Buch,42,F,A1,OTP fraud
6892,4044,6599,Warhi Wagle,55,F,A1,Cheque bounce fraud
6893,4044,6600,Dipta Zacharia,31,F,A2,Ponzi / fake investment scheme
6894,4045,6601,Advika Sibal,64,T,A1,Shell company fraud
6895,4046,6602,Siya Sastry,61,F,A1,Vehicle theft with duplicate key
6896,4047,185,Mekhala Date,35,F,A1,Blunt weapon assault
6897,4048,54,Pranav Ravi,36,T,A1,OTP fraud
6898,4048,6604,Xiti Bora,34,T,A2,OTP fraud
6899,4048,6603,Ati Shenoy,41,F,A3,Social media impersonation
6900,4049,6605,David Balasubramanian,63,M,A1,Blunt weapon assault
6901,4050,6606,Fitan Sachdeva,61,M,A1,Daylight chain/bag snatching
6902,4051,6608,Lavanya Magar,34,F,A1,Ambush attack at night
6903,4051,6609,Ansh Hora,58,M,A2,Ambush attack at night
6904,4051,6607,Nathaniel Goswami,49,T,A3,Unarmed physical assault
6905,4052,6613,Amol Yohannan,16,M,A1,Blunt weapon assault
6906,4052,6612,Jairaj Nayar,33,M,A2,Knife-related assault
6907,4052,6611,Qarin Uppal,65,M,A3,Unarmed physical assault
6908,4052,6610,Farhan Dewan,18,M,A4,Unarmed physical assault
6909,4053,6614,Ishaan Shenoy,41,M,A1,Lock-picking
6910,4053,6615,Champak Ranganathan,54,M,A2,Daylight chain/bag snatching
6911,4053,6616,Zehaan Kanda,32,T,A3,Daylight chain/bag snatching
6912,4054,6618,Reyansh Raju,28,M,A1,Forced window/door entry
6913,4054,110,Ishita Parmar,36,F,A2,Vehicle theft with duplicate key
6914,4054,6617,Zilmil Parikh,42,F,A3,Forced window/door entry
6915,4055,6619,Indrajit Chowdhury,47,M,A1,Phishing link / fake link
6916,4056,6622,Nisha Kanda,21,F,A1,Daylight chain/bag snatching
6917,4056,6620,Gaurangi Tandon,63,F,A2,Lock-picking
6918,4056,6621,Hardik Shah,64,M,A3,Vehicle theft with duplicate key
6919,4056,6623,Henry Dora,47,M,A4,Lock-picking
6920,4057,6625,Kabir Samra,39,T,A1,Daylight chain/bag snatching
6921,4057,6626,Yug Sen,30,M,A2,Daylight chain/bag snatching
6922,4057,6624,Jairaj Raju,26,T,A3,Vehicle theft with duplicate key
6923,4058,6627,Ishani Arya,45,T,A1,Knife-related assault
6924,4059,6630,Upasna Narain,21,T,A1,Shell company fraud
6925,4059,6628,Sanaya Sani,60,F,A2,Shell company fraud
6926,4059,6629,Brinda Natt,25,T,A3,Cheque bounce fraud
6927,4059,178,Reva Dyal,53,F,A4,Ponzi / fake investment scheme
6928,4060,6631,Aarna Kannan,16,F,A1,Vehicle theft with duplicate key
6929,4061,6633,Gunbir Joshi,16,M,A1,Ambush attack at night
6930,4061,6632,Robert Bhalla,22,M,A2,Knife-related assault
6931,4061,6634,Yashvi Shroff,61,F,A3,Knife-related assault
6932,4061,6635,Amol Iyer,58,M,A4,Knife-related assault
6933,4062,90,Lohit Shukla,53,M,A1,Ambush attack at night
6934,4063,126,Bhanumati Varghese,46,F,A1,Persistent online stalking before offence
6935,4063,6637,Nirja Murty,22,T,A2,Family/relative-perpetrated
6936,4063,6636,Forum Thakur,22,F,A3,Family/relative-perpetrated
6937,4064,6638,Jasmit Toor,39,F,A1,Workplace harassment
6938,4065,6639,Ekbal Patil,45,T,A1,Family/relative-perpetrated
6939,4066,6643,Eta Lad,43,T,A1,Persistent online stalking before offence
6940,4066,6642,Girindra Nayak,43,M,A2,Workplace harassment
6941,4066,6641,Ikbal Wadhwa,43,M,A3,Family/relative-perpetrated
6942,4066,6640,Devansh Jain,26,M,A4,Family/relative-perpetrated
6943,4067,6644,Madhavi Bahl,56,F,A1,Unarmed physical assault
6944,4068,6645,Utkarsh Rana,33,T,A1,Vehicle theft with duplicate key
6945,4069,6647,Reyansh Sidhu,55,M,A1,Vehicle theft with duplicate key
6946,4069,6648,Oscar Dara,64,M,A2,Lock-picking
6947,4069,6646,Eta Choudhary,59,F,A3,Vehicle theft with duplicate key
6948,4070,6649,Mekhala Chandran,53,F,A1,Lock-picking
6949,4070,6650,Nihal Bhasin,50,M,A2,Lock-picking
6950,4071,6651,Manthan Kade,25,M,A1,Ambush attack at night
6951,4072,6652,Siya Subramanian,52,F,A1,Forced window/door entry
6952,4073,6653,Gaurangi Thakkar,42,F,A1,Social media impersonation
6953,4074,6654,Bhavna Seshadri,24,T,A1,Workplace harassment
6954,4074,6657,Maanav Bhardwaj,44,M,A2,Workplace harassment
6955,4074,6656,Aditya Gopal,21,M,A3,Workplace harassment
6956,4074,6655,Jagvi Kumar,16,F,A4,Workplace harassment
6957,4075,6659,Varsha Sahota,65,F,A1,Vehicle theft with duplicate key
6958,4075,6658,Ekantika Ben,57,F,A2,Lock-picking
6959,4076,6660,Dhruv Bhargava,61,T,A1,Daylight chain/bag snatching
6960,4076,6661,Rohan Ramanathan,43,M,A2,Vehicle theft with duplicate key
6961,4077,6662,Bakhshi Bhatti,41,M,A1,Daylight chain/bag snatching
6962,4078,6663,Rishi Lal,18,M,A1,Shell company fraud
6963,4079,6665,Elijah Zachariah,51,M,A1,Ambush attack at night
6964,4079,6664,Jasmit Nair,60,T,A2,Blunt weapon assault
6965,4080,6666,Chakrika Raju,17,F,A1,Blunt weapon assault
6966,4080,28,Rushil Palla,55,T,A2,Unarmed physical assault
6967,4081,6667,Frederick Borah,57,M,A1,Lock-picking
6968,4082,6669,Ati Singhal,51,T,A1,Daylight chain/bag snatching
6969,4082,6668,Ucchal Datta,58,F,A2,Daylight chain/bag snatching
6970,4083,6670,Darika Mohan,37,F,A1,Persistent online stalking before offence
6971,4084,6671,Ishani Dass,32,T,A1,Fake KYC update call
6972,4085,6672,Fitan Butala,31,M,A1,Unarmed physical assault
6973,4086,6673,Advaith Dar,63,M,A1,Social media impersonation
6974,4086,6674,Charan Raval,26,M,A2,OTP fraud
6975,4087,6676,William Trivedi,38,T,A1,Persistent online stalking before offence
6976,4087,6677,Caleb Contractor,38,M,A2,Family/relative-perpetrated
6977,4087,6678,Karan Ravi,46,M,A3,Family/relative-perpetrated
6978,4087,6675,Ekbal Sethi,62,M,A4,Family/relative-perpetrated
6979,4088,147,Viraj Tara,26,M,A1,Family/relative-perpetrated
6980,4089,6679,Rachit Dara,61,M,A1,Fake KYC update call
6981,4089,6681,Abhimanyu Nadig,58,M,A2,Social media impersonation
6982,4089,6680,Qasim Ganesh,43,M,A3,Social media impersonation
6983,4090,6682,Mitali Prakash,60,F,A1,Vehicle theft with duplicate key
6984,4091,222,Ucchal Balakrishnan,36,T,A1,OTP fraud
6985,4092,6683,Raghav Gara,52,M,A1,Cheque bounce fraud
6986,4093,6685,Yash Bora,60,T,A1,Loan-default cheating
6987,4093,6684,Gaurang Dey,50,M,A2,Cheque bounce fraud
6988,4093,6686,Januja Lad,61,T,A3,Shell company fraud
6989,4093,6687,Isaiah Bhandari,39,M,A4,Loan-default cheating
6990,4094,6688,Qasim Pandey,39,M,A1,Workplace harassment
6991,4095,6689,Tara Loke,42,F,A1,Knife-related assault
6992,4095,6690,Vincent Choudhry,64,M,A2,Knife-related assault
6993,4096,6691,Deepa Chahal,36,T,A1,Cheque bounce fraud
6994,4097,124,Ishanvi Bandi,25,F,A1,Loan-default cheating
6995,4098,6692,Suhani Bava,26,F,A1,Family/relative-perpetrated
6996,4099,6693,Ethan Oommen,40,M,A1,Ambush attack at night
6997,4099,6694,Chakrika Hora,24,F,A2,Ambush attack at night
6998,4100,6695,Champak Goda,61,M,A1,Daylight chain/bag snatching
6999,4101,6697,Rachana Dass,42,F,A1,Phishing link / fake link
7000,4101,6696,Aradhana Iyengar,21,T,A2,OTP fraud
7001,4102,6698,Viraj Mitter,27,T,A1,Lock-picking
7002,4103,6699,David Gade,17,M,A1,Cheque bounce fraud
7003,4104,6700,Ekansh Prasad,20,M,A1,OTP fraud
7004,4105,6701,Kabir Basak,34,M,A1,Family/relative-perpetrated
7005,4106,6702,Vincent Bawa,27,T,A1,Forced window/door entry
7006,4107,6703,Christopher Chanda,30,M,A1,Daylight chain/bag snatching
7007,4108,6704,Chaaya Ganesh,20,F,A1,Persistent online stalking before offence
7008,4108,6705,Abhimanyu Dutt,33,M,A2,Workplace harassment
7009,4109,6706,Jonathan Narula,33,T,A1,Persistent online stalking before offence
7010,4110,6707,Avi Acharya,62,M,A1,Social media impersonation
7011,4111,6708,Chakradhar Ganesan,20,T,A1,Ambush attack at night
7012,4112,190,Ishani Kant,34,F,A1,Daylight chain/bag snatching
7013,4113,6709,Yashvi Karan,31,F,A1,Lock-picking
7014,4114,6710,Arjun Nadig,37,M,A1,Knife-related assault
7015,4115,6711,Amruta Kar,65,F,A1,Workplace harassment
7016,4116,6712,Vihaan Tripathi,41,M,A1,Blunt weapon assault
7017,4117,41,Bhavani Dyal,48,T,A1,Lock-picking
7018,4118,6713,Nandini Devi,45,F,A1,Vehicle theft with duplicate key
7019,4119,6715,Rajeshri Menon,30,F,A1,Lock-picking
7020,4119,6714,Chatresh Taneja,28,T,A2,Vehicle theft with duplicate key
7021,4120,6718,Yashasvi Nagi,18,F,A1,Daylight chain/bag snatching
7022,4120,6719,Chatresh Bora,56,T,A2,Forced window/door entry
7023,4120,6716,Warjas Dora,22,M,A3,Daylight chain/bag snatching
7024,4120,6717,Aachal Pradhan,36,T,A4,Vehicle theft with duplicate key
7025,4121,6720,Dhriti Varghese,28,F,A1,Knife-related assault
7026,4122,6721,Gaurangi Dubey,34,F,A1,Lock-picking
7027,4123,6722,Jagat Randhawa,18,M,A1,Workplace harassment
7028,4123,6723,Girik Deshpande,33,T,A2,Workplace harassment
7029,4124,6726,Alexander Biswas,40,T,A1,Knife-related assault
7030,4124,6724,Geetika Golla,46,F,A2,Blunt weapon assault
7031,4124,6725,Charan Suresh,16,T,A3,Ambush attack at night
7032,4124,6727,Tanish Korpal,21,M,A4,Ambush attack at night
7033,4125,6728,Pranav Manda,26,M,A1,Phishing link / fake link
7034,4126,6729,Isaiah Gokhale,61,M,A1,Blunt weapon assault
7035,4126,194,Warinder Andra,48,M,A2,Ambush attack at night
7036,4126,6730,Janani Dutta,64,F,A3,Blunt weapon assault
7037,4127,6732,Ranveer Wagle,49,T,A1,Vehicle theft with duplicate key
7038,4127,6734,Brijesh Bhattacharyya,49,M,A2,Lock-picking
7039,4127,6733,Praneel Hora,26,M,A3,Daylight chain/bag snatching
7040,4127,6731,Yasti Dugal,62,F,A4,Forced window/door entry
7041,4128,6735,Samarth Suri,58,M,A1,Cheque bounce fraud
7042,4129,140,Ishanvi Shukla,39,T,A1,Persistent online stalking before offence
7043,4130,6736,Mitesh Parmer,37,T,A1,Forced window/door entry
7044,4131,6739,Hemal Palan,23,F,A1,Social media impersonation
7045,4131,6737,Rayaan Sen,20,M,A2,Fake KYC update call
7046,4131,6738,Dayita Samra,56,T,A3,Phishing link / fake link
7047,4131,6740,Rayaan Mohan,22,M,A4,Phishing link / fake link
7048,4132,6741,Yagnesh Pathak,18,M,A1,Daylight chain/bag snatching
7049,4133,6742,Henry Bala,50,T,A1,OTP fraud
7050,4133,6745,Anjali Sastry,20,F,A2,Social media impersonation
7051,4133,6743,Sanya Sarna,39,T,A3,Social media impersonation
7052,4133,6744,Ekavir Bakshi,47,M,A4,Social media impersonation
7053,4134,6747,Caleb Munshi,34,M,A1,Persistent online stalking before offence
7054,4134,6746,Gautam Bhagat,29,M,A2,Family/relative-perpetrated
7055,4135,6749,Aarush Atwal,32,M,A1,Knife-related assault
7056,4135,6748,Ishita Bath,41,F,A2,Blunt weapon assault
7057,4136,6751,Sai Bhattacharyya,29,F,A1,Family/relative-perpetrated
7058,4136,6750,Gaurav Sangha,23,M,A2,Workplace harassment
7059,4137,6753,Teerth Bali,48,M,A1,Vehicle theft with duplicate key
7060,4137,6752,Harita Tandon,28,F,A2,Forced window/door entry
7061,4138,6754,Wriddhish Borra,16,M,A1,Knife-related assault
7062,4139,6755,Balendra Comar,42,M,A1,Family/relative-perpetrated
7063,4140,6756,Joshua Sodhi,49,T,A1,Fake KYC update call
7064,4140,6757,Upma Misra,52,F,A2,Fake KYC update call
7065,4140,6758,Tanish Mani,28,M,A3,Social media impersonation
7066,4141,6759,Liam Guha,22,M,A1,Persistent online stalking before offence
7067,4142,6760,Rudra Chaudhry,60,M,A1,Family/relative-perpetrated
7068,4142,6761,Ati Ghose,44,F,A2,Persistent online stalking before offence
7069,4143,6762,William Mannan,42,T,A1,Ambush attack at night
7070,4144,6763,Harsh Gour,40,M,A1,Phishing link / fake link
7071,4145,6764,Harshil Prakash,52,T,A1,Forced window/door entry
7072,4146,6765,Imaran Borah,54,M,A1,Forced window/door entry
7073,4147,135,Jhalak Kuruvilla,50,F,A1,Phishing link / fake link
7074,4148,6766,Sanaya Sahota,34,F,A1,Lock-picking
7075,4149,6767,Ekaja Mane,47,T,A1,Unarmed physical assault
7076,4150,112,Raksha Srinivasan,49,F,A1,Persistent online stalking before offence
